ID,PID,CONTEXT,TYPE,FILL_OF,EXMETHOD,DESCRIP,COMPSN,NOTES
4828,C4828,6148,D,6586,Trowel,Charcoal fill of [6586],"Soft, yellow / brown silt Inclusions: 50% charcoal Extent: 0.4m in diameter;   Thickness: 0.005m Sharp edge definition","Thin, localised charcoal deposit - circular in plan and clearly defined above and presumably within pot SF3967 inside cut [6586]. Strat below (5556). Strat above [6586]. Completely removed in 2005. Plan no: 11.231 Sample no: 1144 (GBA) Accuracy rating - 4"
4829,C4829,6149,D,0,Trowel,Possible votive deposition,"Friable, dark brown clayey silt Inclusions: 5-15% stones (S-R) (6-20mm) (2-6cm);  30% charcoal;  2% bone Extent: 0.35m in diameter;   Thickness: 0.05-0.07m Irregular edge definition","Possibly a votive deposition activity at the south east side of round house 5570, however not filling an obvious cut, just sitting on top. Originally thought to be a post hole fill. Strat below (5556). Strat above (5585). Completely removed in 2005. Plan no: 11.232 Sample no: 1146 (GBA)"
4830,C4830,6150,D,6551,Trowel,Primary fill of post hole / pit [6551],"Friable, brown / grey silt Inclusions: 70% stones (S-A) (S-R) (2-6mm) (2-6cm) Extent: 0.35m x 0.7m;   Thickness: 0.13m Quite clear edge definition",Primary fill of post hole / pit [6551]. Strat below (6146). Strat above [6551]. Cut by wall construction trench for SW house [3627]. Completely removed in 2005. Section no: 697 Accuracy rating - 4
4831,C4831,6551,C,0,Trowel,Post hole / pit cut containing (6150) and (6146),"Circular in plan, measuring 0.7m x 0.35m with a depth of 0.26m Break of slope (top): steep;   (base): gradual U-shaped profile with sloping sides and a flat base Contains (6150) and (6146)",Post hole / pit cut containing (6150) and (6146). Cuts through gravel make-up (5585) of round house 5570 at the north side of the structure and is in turn truncated by construction trench [3627] of the stone square house. Strat below (6150).  Plan no: 3.135 Section no: 697 Accuracy rating - 4
4838,C4838,6558,D,0,Trowel,Dark occupation layer,"Friable, dark brown gritty silt Inclusions: 5% bone;  wall plaster (white and red);  1% blue mineral flecks Extent: 2m x 2m;   Thickness: 0.01-0.05m","Dark occupation layer within the \'lobby\' subsidence. The presence of blue mineral flecks may represent cobalt used in glass working. Strat below (6131). Strat above (6576), (6575). Cut by [6142]. Completely removed in 2005. Plan no: 11.233 Accuracy rating - 5"
4840,C4840,6560,D,0,Trowel,Levelling deposit,"Compact, dark grey silty gravel Inclusions: 5-15% stones (S-A) (S-R) (2-6mm) (6-20mm) Extent: 1.4m x 0.8m Mainly clear edge definition","Silty gravel levelling deposit. Possibly a make-up layer associated with the floor sequences (6052) and (6057). Strat below (6103). Strat above (6075). Cut by [3708], [4373].  Plan no: 11.234, 11.235"
4848,C4848,6568,D,0,Trowel,Accumulation spread,"Friable, brown / grey silty sand Inclusions: 1-5% stones (S-A) (S-R) Extent: 1m x 0.5m;   Thickness: 0.05m Diffuse edge definition","Localised, sandy gritty silt at the south east side of round house 5570, slumping with floor surface (5556) into earlier pit [6583]. Possibly a repair or an accumulation above the subsidence into the floor. Strat below (5556). Strat above (6594). Cut by [4364], [1170]. Completely removed in 2005. Plan no: 11.239, 11.257 Accuracy rating - 4"
4849,C4849,6569,D,4510,Trowel,Backfill of beam slot [4510],"Friable, dark grey silty clay Inclusions: 15-35% stones (S-R);  Occasional charcoal flecks Extent: 1.7m x 1.7m;   Thickness: 0.08m Good to vague edge definition",Backfill of beam slot [4510] in the south west part of the beam slot where the beam has been taken out. Small amounts of the primary fill (grey silt 4504) are still present but almost all of it has been replaced by backfill (6569). Strat below (6093). Strat above and butts (4504). Completely removed in 2005. Plan no: 11.238 Accuracy rating - 4
4851,C4851,6571,D,0,Trowel,Levelling layer,"Compact-loose, black / brown silty clay Inclusions: 35-70% stones (S-A) (S-R) ranging in size from 6mm to 20cm Extent: 0.75m x 0.5m;   Thickness: 0.05m Good edge definition","Levelling layer over (6580), another levelling deposit within the slumped part of (5585). Strat below (6135). Butts (5585). Cut by [6064], [6602]. Completely removed in 2005. Plan no: 11.240 Accuracy rating - 5"
4852,C4852,6572,C,0,Trowel,Pit cut containing charcoal-rich fill (6081),"Sub-circular in plan, measuring 0.55m x 0.6m with a depth of 0.2m Break of slope (top): moderately sharp;  (base): rounded U-shaped profile with rounded sides and a concave base Contains (6081)",Pit cut containing charcoal-rich fill (6081). Truncated by later charcoal pit [6064] and adjacent to pot deposit [6602]. Strat below (6081). Strat above (6628).  Plan no: 11.265 Accuracy rating - 5
4853,C4853,6573,D,6606,Trowel,Fill of post hole [6606],"Friable, light brown silty sand Inclusions: 80% stones (S-R) (R) ranging in size from 2mm to 6cm Extent: 0.23m x 0.64m;   Thickness: 0.35m Clear edge definition",Fill of post hole [6606] at the edge of round house 5570. Strat below (6604). Strat above [6606]. Cut by construction trench [3627] of the SW square house. Completely removed in 2005. Plan no: 2.134 Section no: 705 Accuracy rating - 4
4854,C4854,6574,D,0,Trowel,Burnt spread,"Compact, brown / purple clay Inclusions: 5-15% stones (S-A) (S-R) (2-6mm) (6-20mm);  5% charcoal Thickness: 0.01m Sharp edge definition",Small spread of burnt clay on the south east side of round house 5570. Possibly a patch of burnt floor surface adjacent to placed pot SF3967 within pit [6586]. It has been sampled for XRF. Strat above (5585). Cut by [6586]. Completely removed in 2005. Plan no: 2.153 Sample no: 1217 Accuracy rating - 4
4855,C4855,6575,D,0,Trowel,Burnt silt patch,"Friable, dark red / brown coarse silt Inclusions: 1-5% stones (S-A) (S-R) (2-6mm);  1% bone;  15% charcoal Extent: 0.3m x 0.2m;   Thickness: 0.01m","Small patch of burnt material within a depression of clay floor (4117) within the lobby subsidence. Either intentionally deposited to level the depression or naturally accumulated. Strat below (6558). Strat above (4117), (6597). Completely removed in 2005. Plan no: 11.244 Accuracy rating - 4"
4856,C4856,6576,D,6587,Trowel,Fill of stake hole [6587],"Friable, dark brown / yellow silty clay Extent: 0.06m in diameter;   Thickness: 0.09m",Fill of stake hole [6587] which cuts through clay floor (4117). A second stake hole [6588]/(6597) lies c.1m to the south west and the two appear to be on roughly the same alignment as the beam slots. Strat below (6558). Strat above [6587]. Completely removed in 2005. Plan no: 11.248 Accuracy rating - 5
4860,C4860,6580,D,0,Trowel,Levelling deposit,,"Levelling deposit above charcoal pit [6572]. Not the same as floor surface (5585), but deposited to level out the slump within the floor. Strat below (6571). Strat above (5585). Cut by [6064], [1170], [6602]. Completely removed in 2005. Plan no: 11.243 Accuracy rating - 5"
4861,C4861,6585,D,0,Trowel,Clay levelling layer,"Firm, dirty yellow clay Inclusions: 35-70% stones (S-R) (2-6cm) Extent: 0.8m x 0.55m;   Thickness: 0.06m Good edge definition",Clay levelling layer. Cut by [4510]. Completely removed in 2005. Plan no: 11.251 Accuracy rating - 4
4862,C4862,6586,C,0,Trowel,Pit cut containing (6148),"Sub-circular in plan with one moderately rounded corner, measuring 0.32m x 0.3m with a depth of 0.09m Break of slope (top): moderately sharp;   (base): rounded U-shaped in profile with concave sides except for one vertical side and a concave base Contains (6148)","Pit cut containing (6148). This pit is believed to have been cut for the sole purpose of containing pot SF3967. It\'s edges have been defined by the size of the pot it contained and it may have been smaller than it has been excavated. Sealed by floor (5556). Cuts (6574), (5585).  Plan no: 11.246 Accuracy rating - 3"
4863,C4863,6587,C,0,Trowel,Stake hole cut containing (6576),"Circular in plan, measuring 0.06m in diameter with a depth of 0.09m Break of slope (top): sharp;   (base): tapered to the point of the stake V-shaped profile with straight sides and a pointed base Contains (6576)",Stake hole cut containing (6576). A second stake hole [6588]/(6597) lies c.1m to the south west and the two appear to be on roughly the same alignment as the beam slots. Strat below (6576). Cuts clay floor (4117). Sealed by (6558).  Plan no: 11.253 Accuracy rating - 5
4864,C4864,6588,C,0,Trowel,Stake hole cut containing (6597),"Circular in plan, measuring 0.06m in diameter with a depth of 0.1m Break of slope (top): sharp;   (base): tapered to the point of the stake V-shaped profile with straight sides and a pointed base Contains (6597)",Stake hole cut containing (6597). A second stake hole [6587]/(6576) lies c.1m to the north east and the two appear to be on roughly the same alignment as the beam slots. Strat below (6597). Cuts clay floor (4117). Sealed by (6575).  Plan no: 11.253 Accuracy rating - 5
4865,C4865,6581,D,6582,Trowel,Primary fill of pit [6582],"Plastic, yellow clay Extent: 0.35m in diameter;   Thickness: 0.05m Clear edge definition",Primary fill of pit [6582]. Strat below (6593). Strat above [6582]. Completely removed in 2005. Section no: 704 Accuracy rating - 4
4866,C4866,6582,C,0,Trowel,Small pit cut containing (6581) and (6593),"Circular in plan, measuring 0.35m in diameter with a depth of 0.12m Break of slope (top & base): moderately sharp U-shaped profile with one vertical side, one concave side and a concave base Orientation: NE-SW Contains (6581) and (6593)","Small pit cut containing (6581) and (6593), cut into larger pit [6583]. [6582] also cuts two floor make-up layers of round house 5570 - (3925) and (5556) which covered and subsided into larger pit [6583].  Plan no: 11.254 Section no: 704"
4867,C4867,6583,C,0,Trowel,"Pit cut containing (6584), (6594), (6595) and (6596)","Circular in plan, measuring 0.6m in diameter with a depth of 0.35m Break of slope (top): moderately sharp;   (base): moderately rounded U-shaped profile with straight sides and a flat base Orientation: NE-SW Contains (6584), (6594), (6595) and (6596)","Pit cut containing (6584), (6594), (6595) and (6596) at the south east end of round house 5570, cutting through floor layer (6135). There is still some doubt about it being a real cut as it could all still be slumping into a feature below the round house. Strat below (6584).  Section no: 704 Accuracy rating - 4"
4868,C4868,6584,D,6583,Trowel,Primary fill of pit [6583],"Compact, yellow / brown clay Inclusions: 35-70% stones (S-A) (S-R) (2-6mm) (6-20mm) Extent: 0.45m in diameter;   Thickness: 0.12m",Primary fill of pit [6583]. Similar to floor layer (5585) and may be part of a slumped floor. To be confirmed in 2006 when (6628) will be excavated. Strat below (6596). Strat above [6583]. Completely removed in 2005. Section no: 704
4870,C4870,6590,D,6602,Trowel,Contents of placed pot SF3729 within pit [6602],"Hard, orange clay sealing a friable, black / brown sandy silt Inclusions: 35-70% stones (S-R) (R);  1% CBM;  1-5% bone;  35-70% charcoal Thickness of clay seal: 0.04m","Contents of placed pot SF3729 within pit [6602]. Excavated in the finds cabin by Sandie Williams. At the top, there was a very compact, yellow clay - probably part of floor surface (5556) that was sealing the pot and covering the charcoal-rich contents. Strat below (5556). Strat above (6601). Completely removed in 2005. Sample no: 1226 Accuracy rating - 5"
4873,C4873,6593,D,6582,Trowel,Fill of small pit [6582],Yellow / black clay Inclusions: 5% stones (6-20mm) Extent: 0.31m in diameter;   Thickness: 0.08m (max),Upper fill of small pit [6582] which cuts through (3925) and (5556) - the floor and make-up layer of round house 5570 where they slump into earlier pit [6583]. (6593) is similar to earlier charcoal deposits within small pits along the south east side of the round house. Strat below (4420). Strat above (6581).  Plan no: 11.250 Section no: 704 Accuracy rating - 5
4874,C4874,6594,D,6583,Trowel,Gravel fill of pit [6583],"Compact, grey / black silty clay Inclusions: 35-70% stones (S-A) (S-R) ranging in size from 2mm to 6cm;  1% charcoal Extent: 0.1m x 0.4m;   Thickness: 0.08m Good edge definition",Gravel fill of pit [6583]. Could be backfill of the pit prior to floor (5556) being laid in round house 5570. Strat below (6568). Strat above (6595). Completely removed in 2005. Section no: 704 Accuracy rating - 5
4875,C4875,6595,D,6583,Trowel,Clay fill of pit [6583],"Friable, yellow / brown clay Inclusions: 1-5% stones (S-A) (S-R) (2-6cm) Extent: 0.4m in diameter;   Thickness: 0.1m Good edge definition",Clay fill of pit [6583] on the south east side of round house 5570. Probably capping for the charcoal deposit (6596) below it. Strat below (6594). Strat above (6596). Completely removed in 2005. Section no: 704 Accuracy rating - 5
4876,C4876,6596,D,6583,Trowel,Charcoal-rich fill of pit [6583],"Friable, black / purple / brown silty clay Extent: 0.4m x 0.6m;   Thickness: 0.025m Good edge definition",Dump or deliberate deposit of charcoal within pit [6583]. Strat below (6595). Strat above (6584). Completely removed in 2005. Section no: 704 Sample no: 1252 (100% sample for GBA) Accuracy rating - 5
4877,C4877,6597,D,6588,Trowel,Fill of stake hole [6588],"Friable, light brown / grey fine silt Extent: 0.06m in diameter;   Thickness: 0.1m",Fill of stake hole [6588] which cuts clay floor (4117). A second stake hole [6587]/(6576) lies c.1m to the north east and the two appear to be on roughly the same alignment as the beam slots. Strat below (6575). Strat above [6588]. Completely removed in 2005. Plan no: 11.248 Accuracy rating - 5
4878,C4878,6598,D,0,Trowel,Levelling deposit,"Compact, grey / brown silty clay Inclusions: 5-15% stones (S-A) (S-R);  5% charcoal Extent: 0.4m x 0.3m;   Thickness: 0.05m Diffuse edge definition",Small patch of silt on the south east side of round house 5570. Planned but not excavated in 2005. Possibly the fill of a small cut but not sure. Strat below (6568). Strat above (6628). To be completed in 2006. Plan no: 11.247
4880,C4880,6601,D,6602,Trowel,Packing fill between pit cut [6602] and pot SF3729,"Friable, dark grey silt Inclusions: 1% stones (S-R) (2-6mm) Thickness: 0.0-0.03m lining the sides and base of the cut",Packing fill between pit cut [6602] and pot SF3729. Not planned as it mostly came out during excavation and the lifting of the pot. Strat below (6590). Strat above [6602]. Completely removed in 2005. Accuracy rating - 5
4881,C4881,6602,C,0,Trowel,"Pit cut containing (6601), (6590) and placed pot SF3729","Circular in plan, measuring 0.18-0.24m in diameter with a depth of 0.15m Break of slope (top): undetermined;   (base): sharp Straight sides with a slight slope and a flat base Contains (6601), (6590) and placed pot SF3729","Pit cut containing (6601), (6590) and placed Silchester ware pot SF3729. [6602] is one of two cuts containing a placed pot deposit on the south east side of round house 5570. Cuts blackened/charred floor surface (6135) on top of more extensive floor (5585). Strat below (6601).  Plan no: 11.252 Accuracy rating - 5"
