"REC_TYPE","FNO","TYPE","DETAILS"
"BF",56483,"D","CBM from environmental sample <1144> 2005"
"BF",56484,"D","Magnetised material from Environmental sample <1144> 2005"
"BF",56489,"D","Charcoal from Environmental sample <1144> 2005"
"BF",56491,"D","Roman pottery 40g 2005"
"BF",56493,"D","CBM from environmental sample <1146> 2005"
"BF",56494,"D","Magnetised material from environmental sample <1146> 2005"
"BF",56498,"D","Animal bone from environmental sample <1146> 2005"
"BF",56499,"D","Charcoal from Environmental sample <1146> 2005"
"SA",993,"D","<SPAN>Sample taken to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",994,"D","<SPAN>Sample taken to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"BF",59531,"D","Roman pottery 75g 2006<br /><span style="
"BF",59534,"D","Iron nails, 2006<br /><span style="
"SF",3875,"D","Reddish-brown stone (?agate or ?quartzite) worked to a neat disc with flattened base and slightly convex top. Size similar to that of glass counters. [11/04/2006 N.Crummy]"
"SF",3919,"D","Two small sheet fragments. [25/04/2006 N.Crummy]"
"SF",3919,"C","X-ray no: Cx1081"
"SF",3925,"D","Iron nail, Manning Type 1B, incomplete. [13/04/2006 N.Crummy]"
"SF",3925,"C","X-ray no: CX1080"
"SF",3928,"D","Slender stylus of Manning Type 1, fig 24,1. The point is unshouldered and the eraser short. [13/4/2006 N.Crummy]"
"SF",3928,"C","X-ray no: CX 1085"
"SF",3946,"D","Circular button and loop fastener, complete. Circular shaped head with a central hole. Small circular boss at the top and a square loop at the back.  [sig:21/03/2006 S.Williams]  Circular hoop with decorative enamelled roundel, motif shows four-petalled floret on contrasting background, colours uncertain. Rectangular loop on reverse. [6/04/2006 N.Crummy]"
"SF",3946,"C","COLEM: C050966. Date in: ---08-05. Date finished: ---01-06. Condition: Covered with hardened, amorphous corrosion and gritty soil. Has an irregular green/brown patina underlying this roughened by the corrosion. This has sustained various small areas of pitting and other surface loss which has exposed pale powdery corrosion beneath, possibly active. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SF",3964,"D","Small annular bead of translucent colourless glass decorated with a yellow zigzagged spiral giving 3-4 parallel close set zigzag lines. [11/04/2006 N.Crummy]"
"SA",1058,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1057,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"BF",59541,"D","Roman pottery including Samian 400g 2005"
"BF",59544,"D","Fe nails 2005"
"BF",59548,"D","Animal bone 10g 2005"
"SF",3889,"D","<p>Group of nails from a timber beam slot 2005</p><p><table cellspacing="
"SF",3890,"C","<SPAN>Deselected.</SPAN>"
"SF",3890,"D","<span>Small fragment.</span> [sig:27/09/2005 NCRUMMY]"
"BF",59611,"D","Roman pottery 10g 2005"
"BF",59615,"D","Roman glass 2005"
"BF",59616,"D","1x Dolomite Cementstone tessera, 2g 2005 [sig:24/01/2006 SWILLIAMS]"
"SA",1117,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1116,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"BF",59621,"D","Roman pottery including Samian 970g 2005"
"BF",59624,"D","Roman nails 2005"
"BF",59628,"D","Animal bone including teeth 160g 2005"
"BF",59631,"D","Roman pottery, 25g 2006<br /><span style="
"SF",3999,"D","Two nails, Manning Type 1B, incomplete; one nail shank fragment. [25/04/2006 N.Crummy]"
"SF",3999,"C","X-ray no: Cx1081"
"SA",1119,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1118,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"BF",59671,"D","Roman pottery 260g 2005 [sig:24/01/2006 SWILLIAMS]<br />Roman including Samian 50g 2006<br /><span style="
"BF",59674,"D","Fe nails 2005"
"BF",59675,"D","Roman glass 2005 [sig:24/01/2006 SWILLIAMS]<br />Roman glass 2006<br /><span style="
"BF",59678,"D","Animal bone including teeth 60g 2005 [sig:24/01/2006 SWILLIAMS]<br />Animal bone 2006<br /><span style="
"BF",59679,"D","Daub 2005"
"SA",1100,"D","<SPAN>Bulk sample of deposit found in micromprphology sample 1026.</SPAN>"
"SA",1281,"D","<SPAN>XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1280,"D","<SPAN>XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1094,"D","<SPAN>Bulk sample of deposit found in micromorphology sample 1027.</SPAN>"
"BF",59741,"D","Roman pottery 10g 2005 [sig:24/01/2006 SWILLIAMS]<br />Roman including Samian 750g 2006<br /><span style="
"BF",59744,"D","Fe nails 5g 2005 [sig:24/01/2006 SWILLIAMS]<br />Fe nails 2006<br /><span style="
"BF",59748,"D","Animal bone including teeth 60g 2005 [sig:24/01/2006 SWILLIAMS]<br />Animal bone including teeth 2006<br /><span style="
"SF",4357,"D","<table cellspacing="
"SF",4516,"D","<table cellspacing="
"BF",59749,"D","Daub 2006<br /><span style="
"BF",59761,"D","Roman pottery 60g 2005"
"BF",59764,"D","Fe nails 2005"
"BF",59768,"D","Animal bone 10g 2005"
"SA",1177,"D","<SPAN>Bulk sample of deposit found in micromorphology sample 1167.</SPAN>"
"BF",59831,"D","Roman pottery 470g 2005"
"BF",59839,"D","Daub 2005"
"SA",1232,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the floors on the timber building on the site of House 1.</SPAN>"
"SA",1231,"D","<P><SPAN>Taken for XRF analysis to look for metallurgy in the fllors of the timber building on the site of House 1.</SPAN></P>"
"BF",59881,"D","Roman pottery 250g 2005"
"BF",59884,"D","Fe nails 10g 2005"
"BF",59888,"D","Animal bone 50g 2005"
"SA",1287,"D","<SPAN>XRF analysis to look for metallurgy on the floors of the timber building on the site of House 1.</SPAN>"
"SA",1286,"D","<SPAN>XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"BF",59951,"D","Roman pottery 35g 2005"
"BF",59954,"D","Fe nails 10g 2005"
"BF",59958,"D","Animal Bone 10g 2005"
"SA",1290,"D","<SPAN>XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1289,"D","<SPAN>XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"BF",59961,"D","Roman pottery including Samian 30g 2005"
"BF",59964,"D","Fe nails 5g 2005"
"BF",59965,"D","Roman glass 2005"
"SA",1260,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1259,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of&nbsp; House 1.</SPAN>"
"SF",4315,"D","<table cellspacing="
"SF",4377,"D","<table width="
"SF",4377,"C","Deselected.<br /><span style="
"SF",4499,"D","<table cellspacing="
"BF",59981,"D","Roman including Samian, 600g 2006<br /><span style="
"BF",59984,"D","Iron nails 2006<br /><span style="
"BF",59985,"D","Roman glass 2006&nbsp;&nbsp;  <br /><span style="
"BF",59988,"D","Animal bone 2006<br /><span style="
"BF",60011,"D","Roman including Samian, 1Kg 2006<br /><span style="
"BF",60014,"D","Iron nails 2006<br /><span style="
"BF",60018,"D","Animal bone including teeth 2006<br /><span style="
"BF",60020,"D","Oyster shell 2006<br /><span style="
"BF",60071,"D","Roman pottery 10g 2005"
"BF",60074,"D","Fe nails 15g 2005"
"BF",60078,"D","Animal bone 15g 2005"
"BF",60081,"D","Roman pottery, 250g 2006<br /><span style="
"BF",60084,"D","Iron nails and slag, 2006<br /><span style="
"BF",60086,"D","Worked greensand, 2006<br /><span style="
"BF",60088,"D","Animal bone 2006<br /><span style="
"BF",60091,"D","Roman pottery 10g 2005"
"BF",60098,"D","Animal bone 40g 2005"
"BF",60111,"D","Roman including Samian, 250g 2006<br /><span style="
"BF",60114,"D","Iron nails 2006<br /><span style="
"BF",60115,"D","Roman glass 2006<br /><span style="
"BF",60118,"D","Animal bone including teeth, 2006<br /><span style="
"SA",1335,"D","<SPAN>XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1334,"D","<SPAN>XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"BF",60151,"D","Roman pottery 75g 2005 [sig:24/01/2006 SWILLIAMS]<br />Roman pottery 150g 2006<br /><span style="
"BF",60154,"D","Fe nails 5g 2005 [sig:24/01/2006 SWILLIAMS]<br />Fe nails 2006<br /><span style="
"BF",60158,"D","Animal bone 80g 2005 [sig:24/01/2006 SWILLIAMS]<br />Animal bone 2006<br /><span style="
"SA",1327,"D","<SPAN>XRF analysis of the floors of the timber building on the site of House 1.</SPAN>"
"SF",4095,"D","<SPAN>?Brooch pin fragment; bent at one end.</SPAN> [sig:22/09/2005 NCRUMMY] Fragment of copper alloy brooch pin. Broken mid-shaft and with a slight bend in the bottom of the pin."
"SF",4095,"C","<SPAN>Deselected.</SPAN>"
"BF",60191,"D","Roman pottery including Samian 40g 2005"
"BF",60194,"D","Fe nails 10g 2005"
"BF",60195,"D","Roman glass 2005"
"BF",60198,"D","Animal Bone 90g 2005"
"SA",1336,"D","<SPAN>XRF analysis of charcoal rich deposit.</SPAN>"
"SA",1337,"D","<SPAN>Not processed 2005.</SPAN>"
"SA",1333,"D","<SPAN>XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"BF",60201,"D","Roman pottery 5g 2005"
"BF",60208,"D","Animal bone 110g 2005"
"BF",60461,"D","Roman including Samian, 50g 2006<br /><span style="
"SF",3978,"D","Possible enamelled object. Object is very fragmented with copper alloy elements and possible fragments of red enamel. (S. Williams)  Small fragments of thin sheet of red glass, presumably from a vessel, but there is some possibility that, if the fragments represent more than one piece of sheet, they may have been used as decorative insets. Much later examples of such a use are the 4th-century headbands from Lankhills and Colchester (Clarke 1979, 317' Crummy 1983, no. 1799; Crummy, Crummy & Crossan 1993, 145, grave 404).  The copper-alloy elements mentioned by S. Williams (above) are corrosion products produced by the red colourant.   NB - Send on to D. Allen for her opinion. (N. Crummy, 6/4/06)"
"SF",3978,"C","COLEM: C050969. Date in: Sept. 2005. Date finished: 21.02.2006. Description: small fragments of sheet glass; dimensions of largest 12 x 5 mm. Condition: very deteriorated. All encrusted with soil or set into small soil blocks. Only two retain glass-like structure (the red fragments) but have roughened and heavily pitted surfaces, covered with friable green corrosion. The rest have deteriorated completely and consist of delaminating green fragments, all extremely fragile. Treatment: removed soil where possible - small handtools; consolidated. (6/4/06 N. Crummy)"
"BF",60588,"D","Animal bone 20g 2005"
"BF",60601,"D","Roman pottery including Samian 100g 2005"
"BF",60681,"D","Roman pottery including Samian, 325g 2006<br /><span style="
"BF",60684,"D","Iron nails 2006<br /><span style="
"BF",60688,"D","Animal bone 2006<br /><span style="
"SF",3981,"D","Loop-headed spike - iron is very corroded. Head has a small square hole. Object is complete. Head may have originally been circular, but corrosion is severe. Most examples date to mid-1st Century. Ref: Manning pp.129-180, plate 59.  S.Williams  Slender pin with square open ring-head. [25/04/2006 N.Crummy]"
"SF",3981,"C","X-ray no: CX1082"
"SF",3985,"C","COLEM: C050930. Date in: 21-09-05. Date finished: 26-01-06. Condition: Covered with remains of an amorphous crust of bulky corrosion and loose soil. Some of this has already been brushed away causing surface loss around the edges, and exposing bright friable corrosion and an oxidised core. Where surviving, surface beneath has traces of a dark patina with worn detail, but much of surface is already lost. Paler, green/brown friable corrosion beneath, still retaining traces of detail. Treatment: Removed&nbsp;corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SF",3985,"D","<p>Illegible copper alloy coin. Heavily corroded. Possibly Claudius. </p><p>&nbsp;</p><p>Claudius I, dupondius, minted in Rome. Rev: CERES AVGVSTA type, perhaps irregular (?)&nbsp;earlier variety without PP on reverse. Some wear. Date:&nbsp;c.AD41-50, or later?&nbsp;(E.Besley 22.6.06)</p><p><span style="">[SWILLIAMS - 20 September 2006 14:45:31]</span></p>"
"SA",1217,"D","<P><SPAN>Sample taken for XRF analysis to look for metallurgy in the round structure. This deposit overlies floor 5585 and is an isolated patch of red burnung and charcoal.</SPAN></P>"
"BF",60758,"D","Animal bone 20g 2005"
"BF",60851,"D","Roman pottery 150g 2005"
"SF",4271,"D","<table cellspacing="
"SF",4280,"D","<table cellspacing="
"SF",4322,"D","<table cellspacing="
"BF",60861,"D","Roman pottery, 1175g 2006<br /><span style="
"BF",60864,"D","Iron nails 2006<br /><span style="
"BF",60868,"D","Animal bone including teeth 2006<br /><span style="
"SA",1226,"D","<SPAN>Pot contents of SF3729.</SPAN>"
"BF",60901,"D","Roman pottery 75g 2005"
"BF",60908,"D","Animal bone 25g 2005"
"SA",1224,"D","<P><SPAN>Taken for XRF analysis to look for metallurgy in this charcoal deposit.</SPAN></P>"
"BF",60931,"D","Roman pottery including Environmental sample <1225> <25g 2005"
"BF",60933,"D","CBM from environmental sample <1225> 2005"
"BF",60934,"D","Magnetised material from Environmental sample <1225> 2005"
"BF",60938,"D","Animal bone from Environmental sample <1225> 2005"
"BF",60939,"D","Charcoal from Environmental sample <1225> 2005"
"BF",60940,"D","Seeds from Environmental sample <1225> 2005"
"BF",60941,"D","Roman pottery including Samian 10g 2005"
"BF",60948,"D","Animal bone 10g 2005"
"BF",60951,"D","Roman pottery including Samian 20g 2005"
"BF",60954,"D","Fe nails 2005"
"BF",60958,"D","Animal bone including teeth 10g 2005 [sig:06/02/2006 SWILLIAMS]"
"BF",60961,"D","Roman pottery including Environmental sample <1252> 70g 2005"
"BF",60964,"D","Fe nails and Magnetised material from environmental samples <1025> and <1252> 2005"
"BF",60968,"D","Animal bone including Environmental samples <1025> and  <1252> 25g 2005"
"BF",60969,"D","Charcoal 2005"
"BF",60970,"D","Oyster shell 2005"
"BF",60981,"D","Roman pottery 100g 2006<br /><span style="
"BF",60988,"D","Animal bone 2006<br /><span style="
"BF",61021,"D","Roman pottery 350g 2006<br /><span style="
"BF",61028,"D","Animal bone 2006<br /><span style="
"BF",61061,"D","Roman pottery 100g 2005"
"BF",61064,"D","Fe nails 2005"
"BF",61071,"D","Roman pottery 50g 2005"
"BF",61074,"D","Fe nails 2005"
"BF",61161,"D","Roman pottery 550g 2006<br /><span style="
"BF",61168,"D","Animal bone 2006<br /><span style="
"BF",61169,"D","Daub 2006<br /><span style="
"BF",61184,"D","Magnetised material from Environmental sample <1278> 2005"
"BF",61189,"D","Charcoal including Environmental sample <1278> 2005"
"SF",4054,"D","<span style="
"BF",61234,"D","Magnetised material from Environmental sample <1332> 2005"
"BF",61238,"D","Animal bone including Environmental sample <1332> 2005"
"BF",61239,"D","Charcoal including Environmental sample <1332> 2005"
"BF",61281,"D","Roman pottery including Samian, 850g 2006<br /><span style="
"BF",61284,"D","Iron nails 2006<br /><span style="
"BF",61288,"D","Animal bone including teeth 2006<br /><span style="
